id_1,id_2
rec-151-org,rec-151-dup-0
rec-2615-org,rec-2615-dup-0
rec-2191-org,rec-2191-dup-0
rec-3982-org,rec-3982-dup-0
rec-2833-org,rec-2833-dup-0
rec-1248-org,rec-1248-dup-0
rec-1863-org,rec-1863-dup-0
rec-1336-org,rec-1336-dup-0
rec-3695-org,rec-3695-dup-0
rec-1718-org,rec-1718-dup-0
rec-3343-org,rec-3343-dup-0
rec-760-org,rec-760-dup-0
rec-709-org,rec-709-dup-0
rec-1320-org,rec-1320-dup-0
rec-915-org,rec-915-dup-0
rec-2207-org,rec-2207-dup-0
rec-1597-org,rec-1597-dup-0
rec-2218-org,rec-2218-dup-0
rec-898-org,rec-898-dup-0
rec-193-org,rec-193-dup-0
rec-63-org,rec-63-dup-0
rec-722-org,rec-722-dup-0
rec-1448-org,rec-1448-dup-0
rec-3765-org,rec-3765-dup-0
rec-35-org,rec-35-dup-0
rec-1780-org,rec-1780-dup-0
rec-1323-org,rec-1323-dup-0
rec-2608-org,rec-2608-dup-0
rec-981-org,rec-981-dup-0
rec-935-org,rec-935-dup-0
rec-2949-org,rec-2949-dup-0
rec-1538-org,rec-1538-dup-0
rec-156-org,rec-156-dup-0
rec-817-org,rec-817-dup-0
rec-2832-org,rec-2832-dup-0
rec-1670-org,rec-1670-dup-0
rec-677-org,rec-677-dup-0
rec-1894-org,rec-1894-dup-0
rec-1016-org,rec-1016-dup-0
rec-3488-org,rec-3488-dup-0
rec-2097-org,rec-2097-dup-0
rec-2973-org,rec-2973-dup-0
rec-1695-org,rec-1695-dup-0
rec-3968-org,rec-3968-dup-0
rec-3781-org,rec-3781-dup-0
rec-158-org,rec-158-dup-0
rec-2504-org,rec-2504-dup-0
rec-1364-org,rec-1364-dup-0
rec-357-org,rec-357-dup-0
rec-2406-org,rec-2406-dup-0
rec-3530-org,rec-3530-dup-0
rec-1197-org,rec-1197-dup-0
rec-773-org,rec-773-dup-0
rec-659-org,rec-659-dup-0
rec-3264-org,rec-3264-dup-0
rec-3344-org,rec-3344-dup-0
rec-1406-org,rec-1406-dup-0
rec-3441-org,rec-3441-dup-0
rec-1390-org,rec-1390-dup-0
rec-1446-org,rec-1446-dup-0
rec-3525-org,rec-3525-dup-0
rec-494-org,rec-494-dup-0
rec-1940-org,rec-1940-dup-0
rec-1334-org,rec-1334-dup-0
rec-364-org,rec-364-dup-0
rec-497-org,rec-497-dup-0
rec-2769-org,rec-2769-dup-0
rec-1542-org,rec-1542-dup-0
rec-2957-org,rec-2957-dup-0
rec-1097-org,rec-1097-dup-0
rec-64-org,rec-64-dup-0
rec-2685-org,rec-2685-dup-0
rec-350-org,rec-350-dup-0
rec-2627-org,rec-2627-dup-0
rec-937-org,rec-937-dup-0
rec-2196-org,rec-2196-dup-0
rec-1441-org,rec-1441-dup-0
rec-3259-org,rec-3259-dup-0
rec-2805-org,rec-2805-dup-0
rec-3700-org,rec-3700-dup-0
rec-1260-org,rec-1260-dup-0
rec-2211-org,rec-2211-dup-0
rec-2025-org,rec-2025-dup-0
rec-179-org,rec-179-dup-0
rec-3871-org,rec-3871-dup-0
rec-3304-org,rec-3304-dup-0
rec-2672-org,rec-2672-dup-0
rec-3534-org,rec-3534-dup-0
rec-2284-org,rec-2284-dup-0
rec-3461-org,rec-3461-dup-0
rec-1383-org,rec-1383-dup-0
rec-26-org,rec-26-dup-0
rec-2112-org,rec-2112-dup-0
rec-3650-org,rec-3650-dup-0
rec-843-org,rec-843-dup-0
rec-41-org,rec-41-dup-0
rec-311-org,rec-311-dup-0
rec-2071-org,rec-2071-dup-0
rec-585-org,rec-585-dup-0
rec-111-org,rec-111-dup-0
rec-1880-org,rec-1880-dup-0
rec-384-org,rec-384-dup-0
