id_1,id_2
rec-3508-org,rec-3508-dup-0
rec-2415-org,rec-2415-dup-0
rec-3146-org,rec-3146-dup-0
rec-1931-org,rec-1931-dup-0
rec-2269-org,rec-2269-dup-0
rec-1521-org,rec-1521-dup-0
rec-3857-org,rec-3857-dup-0
rec-1434-org,rec-1434-dup-0
rec-2730-org,rec-2730-dup-0
rec-232-org,rec-232-dup-0
rec-752-org,rec-752-dup-0
rec-3676-org,rec-3676-dup-0
rec-3493-org,rec-3493-dup-0
rec-190-org,rec-190-dup-0
rec-1726-org,rec-1726-dup-0
rec-1184-org,rec-1184-dup-0
rec-120-org,rec-120-dup-0
rec-1753-org,rec-1753-dup-0
rec-3666-org,rec-3666-dup-0
rec-912-org,rec-912-dup-0
rec-2887-org,rec-2887-dup-0
rec-119-org,rec-119-dup-0
rec-1877-org,rec-1877-dup-0
rec-2484-org,rec-2484-dup-0
rec-2806-org,rec-2806-dup-0
rec-1412-org,rec-1412-dup-0
rec-853-org,rec-853-dup-0
rec-2096-org,rec-2096-dup-0
rec-3245-org,rec-3245-dup-0
rec-3544-org,rec-3544-dup-0
rec-1326-org,rec-1326-dup-0
rec-970-org,rec-970-dup-0
rec-893-org,rec-893-dup-0
rec-1479-org,rec-1479-dup-0
rec-3422-org,rec-3422-dup-0
rec-3460-org,rec-3460-dup-0
rec-450-org,rec-450-dup-0
rec-1100-org,rec-1100-dup-0
rec-2540-org,rec-2540-dup-0
rec-947-org,rec-947-dup-0
rec-3243-org,rec-3243-dup-0
rec-2562-org,rec-2562-dup-0
rec-1227-org,rec-1227-dup-0
rec-422-org,rec-422-dup-0
rec-2258-org,rec-2258-dup-0
rec-3450-org,rec-3450-dup-0
rec-882-org,rec-882-dup-0
rec-1224-org,rec-1224-dup-0
rec-2250-org,rec-2250-dup-0
rec-169-org,rec-169-dup-0
rec-2091-org,rec-2091-dup-0
rec-1569-org,rec-1569-dup-0
rec-870-org,rec-870-dup-0
rec-2166-org,rec-2166-dup-0
rec-2852-org,rec-2852-dup-0
rec-2812-org,rec-2812-dup-0
rec-729-org,rec-729-dup-0
rec-884-org,rec-884-dup-0
rec-3475-org,rec-3475-dup-0
rec-2861-org,rec-2861-dup-0
rec-316-org,rec-316-dup-0
rec-2996-org,rec-2996-dup-0
rec-2712-org,rec-2712-dup-0
rec-2184-org,rec-2184-dup-0
rec-742-org,rec-742-dup-0
rec-1728-org,rec-1728-dup-0
rec-764-org,rec-764-dup-0
rec-2498-org,rec-2498-dup-0
rec-633-org,rec-633-dup-0
rec-1677-org,rec-1677-dup-0
rec-3123-org,rec-3123-dup-0
rec-3178-org,rec-3178-dup-0
rec-3579-org,rec-3579-dup-0
rec-2708-org,rec-2708-dup-0
rec-3949-org,rec-3949-dup-0
rec-1225-org,rec-1225-dup-0
rec-1073-org,rec-1073-dup-0
rec-552-org,rec-552-dup-0
rec-3517-org,rec-3517-dup-0
rec-3606-org,rec-3606-dup-0
rec-3188-org,rec-3188-dup-0
rec-3319-org,rec-3319-dup-0
rec-2845-org,rec-2845-dup-0
rec-603-org,rec-603-dup-0
rec-1231-org,rec-1231-dup-0
rec-412-org,rec-412-dup-0
rec-295-org,rec-295-dup-0
rec-1648-org,rec-1648-dup-0
rec-2430-org,rec-2430-dup-0
rec-1527-org,rec-1527-dup-0
rec-3203-org,rec-3203-dup-0
rec-1108-org,rec-1108-dup-0
rec-114-org,rec-114-dup-0
rec-279-org,rec-279-dup-0
rec-243-org,rec-243-dup-0
rec-2027-org,rec-2027-dup-0
rec-2849-org,rec-2849-dup-0
rec-3339-org,rec-3339-dup-0
rec-2781-org,rec-2781-dup-0
rec-2609-org,rec-2609-dup-0
rec-846-org,rec-846-dup-0
rec-3952-org,rec-3952-dup-0
rec-514-org,rec-514-dup-0
rec-3464-org,rec-3464-dup-0
rec-563-org,rec-563-dup-0
rec-3144-org,rec-3144-dup-0
rec-3873-org,rec-3873-dup-0
rec-3023-org,rec-3023-dup-0
rec-3362-org,rec-3362-dup-0
rec-3504-org,rec-3504-dup-0
rec-2528-org,rec-2528-dup-0
rec-2667-org,rec-2667-dup-0
rec-3594-org,rec-3594-dup-0
rec-377-org,rec-377-dup-0
rec-1268-org,rec-1268-dup-0
rec-1042-org,rec-1042-dup-0
rec-3911-org,rec-3911-dup-0
rec-432-org,rec-432-dup-0
rec-1279-org,rec-1279-dup-0
rec-605-org,rec-605-dup-0
rec-2640-org,rec-2640-dup-0
rec-15-org,rec-15-dup-0
rec-56-org,rec-56-dup-0
rec-2778-org,rec-2778-dup-0
rec-2747-org,rec-2747-dup-0
rec-70-org,rec-70-dup-0
rec-1976-org,rec-1976-dup-0
rec-3079-org,rec-3079-dup-0
rec-174-org,rec-174-dup-0
rec-1273-org,rec-1273-dup-0
rec-2417-org,rec-2417-dup-0
rec-1144-org,rec-1144-dup-0
rec-2262-org,rec-2262-dup-0
rec-3558-org,rec-3558-dup-0
rec-1614-org,rec-1614-dup-0
rec-3541-org,rec-3541-dup-0
rec-404-org,rec-404-dup-0
rec-3067-org,rec-3067-dup-0
rec-2936-org,rec-2936-dup-0
rec-2064-org,rec-2064-dup-0
rec-2722-org,rec-2722-dup-0
rec-2985-org,rec-2985-dup-0
rec-368-org,rec-368-dup-0
rec-930-org,rec-930-dup-0
rec-3848-org,rec-3848-dup-0
rec-3321-org,rec-3321-dup-0
rec-1418-org,rec-1418-dup-0
rec-351-org,rec-351-dup-0
rec-2858-org,rec-2858-dup-0
rec-1329-org,rec-1329-dup-0
rec-2877-org,rec-2877-dup-0
rec-3704-org,rec-3704-dup-0
rec-775-org,rec-775-dup-0
rec-2059-org,rec-2059-dup-0
rec-3455-org,rec-3455-dup-0
rec-3170-org,rec-3170-dup-0
rec-2070-org,rec-2070-dup-0
rec-3175-org,rec-3175-dup-0
rec-3548-org,rec-3548-dup-0
rec-1924-org,rec-1924-dup-0
rec-3736-org,rec-3736-dup-0
rec-660-org,rec-660-dup-0
rec-3-org,rec-3-dup-0
rec-651-org,rec-651-dup-0
rec-3760-org,rec-3760-dup-0
rec-731-org,rec-731-dup-0
rec-2114-org,rec-2114-dup-0
rec-1011-org,rec-1011-dup-0
rec-3155-org,rec-3155-dup-0
rec-1022-org,rec-1022-dup-0
rec-3225-org,rec-3225-dup-0
rec-2514-org,rec-2514-dup-0
rec-3923-org,rec-3923-dup-0
rec-1363-org,rec-1363-dup-0
rec-3979-org,rec-3979-dup-0
rec-134-org,rec-134-dup-0
rec-3827-org,rec-3827-dup-0
rec-2648-org,rec-2648-dup-0
rec-261-org,rec-261-dup-0
rec-2869-org,rec-2869-dup-0
rec-2613-org,rec-2613-dup-0
rec-2735-org,rec-2735-dup-0
rec-715-org,rec-715-dup-0
rec-574-org,rec-574-dup-0
rec-1711-org,rec-1711-dup-0
rec-809-org,rec-809-dup-0
rec-684-org,rec-684-dup-0
rec-2-org,rec-2-dup-0
rec-3763-org,rec-3763-dup-0
rec-2873-org,rec-2873-dup-0
rec-2317-org,rec-2317-dup-0
rec-2215-org,rec-2215-dup-0
rec-3856-org,rec-3856-dup-0
rec-1385-org,rec-1385-dup-0
rec-2751-org,rec-2751-dup-0
rec-3973-org,rec-3973-dup-0
rec-3500-org,rec-3500-dup-0
rec-3622-org,rec-3622-dup-0
rec-3138-org,rec-3138-dup-0
rec-2824-org,rec-2824-dup-0
rec-2270-org,rec-2270-dup-0
rec-2163-org,rec-2163-dup-0
rec-2536-org,rec-2536-dup-0
rec-3917-org,rec-3917-dup-0
rec-16-org,rec-16-dup-0
rec-2795-org,rec-2795-dup-0
rec-1122-org,rec-1122-dup-0
rec-2190-org,rec-2190-dup-0
rec-2239-org,rec-2239-dup-0
rec-2245-org,rec-2245-dup-0
rec-2437-org,rec-2437-dup-0
rec-101-org,rec-101-dup-0
rec-305-org,rec-305-dup-0
rec-283-org,rec-283-dup-0
rec-262-org,rec-262-dup-0
rec-2780-org,rec-2780-dup-0
rec-592-org,rec-592-dup-0
rec-2569-org,rec-2569-dup-0
rec-2854-org,rec-2854-dup-0
rec-3031-org,rec-3031-dup-0
