id_1,id_2
rec-27834-org,rec-27834-dup-0
rec-75428-org,rec-75428-dup-0
rec-74192-org,rec-74192-dup-0
rec-57095-org,rec-57095-dup-0
rec-48871-org,rec-48871-dup-0
rec-51874-org,rec-51874-dup-0
rec-56503-org,rec-56503-dup-0
rec-9752-org,rec-9752-dup-0
rec-85494-org,rec-85494-dup-0
rec-22407-org,rec-22407-dup-0
rec-63524-org,rec-63524-dup-0
rec-36111-org,rec-36111-dup-0
rec-37129-org,rec-37129-dup-0
rec-22775-org,rec-22775-dup-0
rec-74809-org,rec-74809-dup-0
rec-39915-org,rec-39915-dup-0
rec-28322-org,rec-28322-dup-0
rec-72862-org,rec-72862-dup-0
rec-74119-org,rec-74119-dup-0
rec-28617-org,rec-28617-dup-0
rec-82685-org,rec-82685-dup-0
rec-78894-org,rec-78894-dup-0
rec-29739-org,rec-29739-dup-0
rec-73908-org,rec-73908-dup-0
rec-52800-org,rec-52800-dup-0
rec-53627-org,rec-53627-dup-0
rec-48348-org,rec-48348-dup-0
rec-53455-org,rec-53455-dup-0
rec-20214-org,rec-20214-dup-0
rec-30939-org,rec-30939-dup-0
rec-14910-org,rec-14910-dup-0
rec-29524-org,rec-29524-dup-0
rec-34493-org,rec-34493-dup-0
rec-26150-org,rec-26150-dup-0
rec-53592-org,rec-53592-dup-0
rec-28817-org,rec-28817-dup-0
rec-11374-org,rec-11374-dup-0
rec-45374-org,rec-45374-dup-0
rec-16501-org,rec-16501-dup-0
rec-52031-org,rec-52031-dup-0
rec-56783-org,rec-56783-dup-0
rec-39054-org,rec-39054-dup-0
rec-23987-org,rec-23987-dup-0
rec-39132-org,rec-39132-dup-0
rec-46374-org,rec-46374-dup-0
rec-66715-org,rec-66715-dup-0
rec-5785-org,rec-5785-dup-0
rec-35230-org,rec-35230-dup-0
rec-69391-org,rec-69391-dup-0
rec-52636-org,rec-52636-dup-0
rec-12001-org,rec-12001-dup-0
rec-86828-org,rec-86828-dup-0
rec-5885-org,rec-5885-dup-0
rec-38722-org,rec-38722-dup-0
rec-5892-org,rec-5892-dup-0
rec-31379-org,rec-31379-dup-0
rec-40732-org,rec-40732-dup-0
rec-54385-org,rec-54385-dup-0
rec-57892-org,rec-57892-dup-0
rec-57020-org,rec-57020-dup-0
rec-4108-org,rec-4108-dup-0
rec-27083-org,rec-27083-dup-0
rec-65317-org,rec-65317-dup-0
rec-83825-org,rec-83825-dup-0
rec-80734-org,rec-80734-dup-0
rec-73800-org,rec-73800-dup-0
rec-66790-org,rec-66790-dup-0
rec-12527-org,rec-12527-dup-0
rec-29515-org,rec-29515-dup-0
rec-198-org,rec-198-dup-0
rec-13729-org,rec-13729-dup-0
rec-51405-org,rec-51405-dup-0
rec-85145-org,rec-85145-dup-0
rec-69893-org,rec-69893-dup-0
rec-18695-org,rec-18695-dup-0
rec-20946-org,rec-20946-dup-0
rec-2744-org,rec-2744-dup-0
rec-79443-org,rec-79443-dup-0
rec-48895-org,rec-48895-dup-0
rec-67021-org,rec-67021-dup-0
rec-25977-org,rec-25977-dup-0
rec-7084-org,rec-7084-dup-0
rec-35139-org,rec-35139-dup-0
rec-32972-org,rec-32972-dup-0
rec-24509-org,rec-24509-dup-0
rec-65350-org,rec-65350-dup-0
rec-36328-org,rec-36328-dup-0
rec-37704-org,rec-37704-dup-0
rec-13529-org,rec-13529-dup-0
rec-14686-org,rec-14686-dup-0
rec-40175-org,rec-40175-dup-0
rec-14443-org,rec-14443-dup-0
rec-21885-org,rec-21885-dup-0
rec-23717-org,rec-23717-dup-0
rec-58328-org,rec-58328-dup-0
rec-11602-org,rec-11602-dup-0
rec-5080-org,rec-5080-dup-0
rec-48185-org,rec-48185-dup-0
rec-3317-org,rec-3317-dup-0
rec-32441-org,rec-32441-dup-0
rec-50124-org,rec-50124-dup-0
rec-76073-org,rec-76073-dup-0
rec-41759-org,rec-41759-dup-0
rec-4769-org,rec-4769-dup-0
rec-43562-org,rec-43562-dup-0
rec-48607-org,rec-48607-dup-0
rec-82892-org,rec-82892-dup-0
rec-48498-org,rec-48498-dup-0
rec-20871-org,rec-20871-dup-0
rec-84243-org,rec-84243-dup-0
rec-78570-org,rec-78570-dup-0
rec-27634-org,rec-27634-dup-0
rec-88351-org,rec-88351-dup-0
rec-58389-org,rec-58389-dup-0
rec-41613-org,rec-41613-dup-0
rec-7403-org,rec-7403-dup-0
rec-34860-org,rec-34860-dup-0
rec-69836-org,rec-69836-dup-0
rec-88939-org,rec-88939-dup-0
rec-58559-org,rec-58559-dup-0
rec-7408-org,rec-7408-dup-0
rec-64475-org,rec-64475-dup-0
rec-4175-org,rec-4175-dup-0
rec-40695-org,rec-40695-dup-0
rec-62237-org,rec-62237-dup-0
rec-41952-org,rec-41952-dup-0
rec-65280-org,rec-65280-dup-0
rec-73321-org,rec-73321-dup-0
rec-23104-org,rec-23104-dup-0
rec-66589-org,rec-66589-dup-0
rec-16974-org,rec-16974-dup-0
rec-46974-org,rec-46974-dup-0
rec-68435-org,rec-68435-dup-0
rec-44154-org,rec-44154-dup-0
rec-73792-org,rec-73792-dup-0
rec-49000-org,rec-49000-dup-0
rec-42126-org,rec-42126-dup-0
rec-31590-org,rec-31590-dup-0
rec-7748-org,rec-7748-dup-0
rec-67579-org,rec-67579-dup-0
rec-29719-org,rec-29719-dup-0
rec-62042-org,rec-62042-dup-0
rec-57437-org,rec-57437-dup-0
rec-30165-org,rec-30165-dup-0
rec-83398-org,rec-83398-dup-0
rec-69376-org,rec-69376-dup-0
rec-1327-org,rec-1327-dup-0
rec-26210-org,rec-26210-dup-0
rec-24387-org,rec-24387-dup-0
rec-20340-org,rec-20340-dup-0
rec-89535-org,rec-89535-dup-0
rec-19038-org,rec-19038-dup-0
rec-11191-org,rec-11191-dup-0
rec-40817-org,rec-40817-dup-0
rec-58726-org,rec-58726-dup-0
rec-82478-org,rec-82478-dup-0
rec-5539-org,rec-5539-dup-0
rec-86813-org,rec-86813-dup-0
rec-3531-org,rec-3531-dup-0
rec-71963-org,rec-71963-dup-0
rec-32948-org,rec-32948-dup-0
rec-12850-org,rec-12850-dup-0
rec-76085-org,rec-76085-dup-0
rec-18768-org,rec-18768-dup-0
rec-56136-org,rec-56136-dup-0
rec-67844-org,rec-67844-dup-0
rec-40669-org,rec-40669-dup-0
rec-31266-org,rec-31266-dup-0
rec-14479-org,rec-14479-dup-0
rec-74428-org,rec-74428-dup-0
rec-40231-org,rec-40231-dup-0
rec-41550-org,rec-41550-dup-0
rec-51017-org,rec-51017-dup-0
rec-67494-org,rec-67494-dup-0
rec-37367-org,rec-37367-dup-0
rec-89758-org,rec-89758-dup-0
rec-77094-org,rec-77094-dup-0
rec-44641-org,rec-44641-dup-0
rec-75763-org,rec-75763-dup-0
rec-89269-org,rec-89269-dup-0
rec-63953-org,rec-63953-dup-0
rec-11072-org,rec-11072-dup-0
rec-73500-org,rec-73500-dup-0
rec-45299-org,rec-45299-dup-0
rec-50464-org,rec-50464-dup-0
rec-15996-org,rec-15996-dup-0
rec-58473-org,rec-58473-dup-0
rec-75648-org,rec-75648-dup-0
rec-87036-org,rec-87036-dup-0
rec-64339-org,rec-64339-dup-0
rec-40528-org,rec-40528-dup-0
rec-6465-org,rec-6465-dup-0
rec-74128-org,rec-74128-dup-0
rec-82107-org,rec-82107-dup-0
rec-3657-org,rec-3657-dup-0
rec-18711-org,rec-18711-dup-0
rec-36037-org,rec-36037-dup-0
rec-949-org,rec-949-dup-0
rec-86736-org,rec-86736-dup-0
rec-23983-org,rec-23983-dup-0
rec-22280-org,rec-22280-dup-0
rec-89277-org,rec-89277-dup-0
rec-67095-org,rec-67095-dup-0
rec-1201-org,rec-1201-dup-0
rec-39740-org,rec-39740-dup-0
rec-73742-org,rec-73742-dup-0
rec-4302-org,rec-4302-dup-0
rec-16308-org,rec-16308-dup-0
rec-55564-org,rec-55564-dup-0
rec-22462-org,rec-22462-dup-0
rec-21419-org,rec-21419-dup-0
rec-6330-org,rec-6330-dup-0
rec-24562-org,rec-24562-dup-0
rec-8301-org,rec-8301-dup-0
rec-40608-org,rec-40608-dup-0
rec-50928-org,rec-50928-dup-0
rec-38243-org,rec-38243-dup-0
rec-52771-org,rec-52771-dup-0
rec-278-org,rec-278-dup-0
rec-68221-org,rec-68221-dup-0
rec-56594-org,rec-56594-dup-0
rec-15286-org,rec-15286-dup-0
rec-7814-org,rec-7814-dup-0
rec-36489-org,rec-36489-dup-0
rec-28376-org,rec-28376-dup-0
rec-57681-org,rec-57681-dup-0
rec-53623-org,rec-53623-dup-0
rec-44400-org,rec-44400-dup-0
rec-33334-org,rec-33334-dup-0
rec-31333-org,rec-31333-dup-0
rec-17319-org,rec-17319-dup-0
rec-38269-org,rec-38269-dup-0
rec-6518-org,rec-6518-dup-0
rec-49702-org,rec-49702-dup-0
rec-23743-org,rec-23743-dup-0
rec-65544-org,rec-65544-dup-0
rec-58778-org,rec-58778-dup-0
rec-9109-org,rec-9109-dup-0
rec-3123-org,rec-3123-dup-0
rec-48334-org,rec-48334-dup-0
rec-11887-org,rec-11887-dup-0
rec-42309-org,rec-42309-dup-0
rec-21116-org,rec-21116-dup-0
rec-32906-org,rec-32906-dup-0
rec-1134-org,rec-1134-dup-0
rec-35554-org,rec-35554-dup-0
rec-25846-org,rec-25846-dup-0
rec-35866-org,rec-35866-dup-0
rec-8893-org,rec-8893-dup-0
rec-79880-org,rec-79880-dup-0
rec-61948-org,rec-61948-dup-0
rec-56349-org,rec-56349-dup-0
rec-44684-org,rec-44684-dup-0
rec-76211-org,rec-76211-dup-0
rec-36922-org,rec-36922-dup-0
rec-25760-org,rec-25760-dup-0
rec-31644-org,rec-31644-dup-0
rec-30586-org,rec-30586-dup-0
rec-40356-org,rec-40356-dup-0
rec-18424-org,rec-18424-dup-0
rec-64405-org,rec-64405-dup-0
rec-2069-org,rec-2069-dup-0
rec-83858-org,rec-83858-dup-0
rec-11316-org,rec-11316-dup-0
rec-15719-org,rec-15719-dup-0
rec-39021-org,rec-39021-dup-0
rec-34666-org,rec-34666-dup-0
rec-39190-org,rec-39190-dup-0
rec-11912-org,rec-11912-dup-0
rec-32794-org,rec-32794-dup-0
rec-9888-org,rec-9888-dup-0
rec-16463-org,rec-16463-dup-0
rec-27206-org,rec-27206-dup-0
rec-4599-org,rec-4599-dup-0
rec-44378-org,rec-44378-dup-0
rec-18793-org,rec-18793-dup-0
rec-41939-org,rec-41939-dup-0
rec-62359-org,rec-62359-dup-0
rec-33152-org,rec-33152-dup-0
rec-17412-org,rec-17412-dup-0
rec-83989-org,rec-83989-dup-0
rec-37531-org,rec-37531-dup-0
rec-17462-org,rec-17462-dup-0
rec-89845-org,rec-89845-dup-0
rec-75793-org,rec-75793-dup-0
rec-61472-org,rec-61472-dup-0
rec-21600-org,rec-21600-dup-0
rec-40381-org,rec-40381-dup-0
rec-39575-org,rec-39575-dup-0
rec-41441-org,rec-41441-dup-0
rec-77699-org,rec-77699-dup-0
rec-51557-org,rec-51557-dup-0
rec-31692-org,rec-31692-dup-0
rec-37315-org,rec-37315-dup-0
rec-70209-org,rec-70209-dup-0
rec-58569-org,rec-58569-dup-0
rec-79502-org,rec-79502-dup-0
rec-24855-org,rec-24855-dup-0
rec-5281-org,rec-5281-dup-0
rec-24644-org,rec-24644-dup-0
rec-66482-org,rec-66482-dup-0
rec-3884-org,rec-3884-dup-0
rec-39736-org,rec-39736-dup-0
rec-77320-org,rec-77320-dup-0
rec-56477-org,rec-56477-dup-0
rec-82260-org,rec-82260-dup-0
rec-61626-org,rec-61626-dup-0
rec-55375-org,rec-55375-dup-0
rec-55892-org,rec-55892-dup-0
rec-61781-org,rec-61781-dup-0
rec-49528-org,rec-49528-dup-0
rec-84631-org,rec-84631-dup-0
rec-57071-org,rec-57071-dup-0
rec-36607-org,rec-36607-dup-0
rec-80195-org,rec-80195-dup-0
rec-84305-org,rec-84305-dup-0
rec-29965-org,rec-29965-dup-0
rec-30985-org,rec-30985-dup-0
rec-78032-org,rec-78032-dup-0
rec-74881-org,rec-74881-dup-0
rec-20656-org,rec-20656-dup-0
rec-37140-org,rec-37140-dup-0
rec-44746-org,rec-44746-dup-0
rec-34869-org,rec-34869-dup-0
rec-69034-org,rec-69034-dup-0
rec-15388-org,rec-15388-dup-0
rec-13758-org,rec-13758-dup-0
rec-81981-org,rec-81981-dup-0
rec-41331-org,rec-41331-dup-0
rec-22890-org,rec-22890-dup-0
rec-83565-org,rec-83565-dup-0
rec-398-org,rec-398-dup-0
rec-78374-org,rec-78374-dup-0
rec-33350-org,rec-33350-dup-0
rec-4192-org,rec-4192-dup-0
rec-25811-org,rec-25811-dup-0
rec-67989-org,rec-67989-dup-0
rec-1366-org,rec-1366-dup-0
rec-10725-org,rec-10725-dup-0
rec-108-org,rec-108-dup-0
rec-61288-org,rec-61288-dup-0
rec-20976-org,rec-20976-dup-0
rec-88730-org,rec-88730-dup-0
rec-38399-org,rec-38399-dup-0
rec-54062-org,rec-54062-dup-0
rec-76313-org,rec-76313-dup-0
rec-72556-org,rec-72556-dup-0
rec-44479-org,rec-44479-dup-0
rec-8818-org,rec-8818-dup-0
rec-38242-org,rec-38242-dup-0
rec-19187-org,rec-19187-dup-0
rec-8186-org,rec-8186-dup-0
rec-58782-org,rec-58782-dup-0
rec-55193-org,rec-55193-dup-0
rec-14477-org,rec-14477-dup-0
rec-89523-org,rec-89523-dup-0
rec-3417-org,rec-3417-dup-0
rec-29328-org,rec-29328-dup-0
rec-25363-org,rec-25363-dup-0
rec-60669-org,rec-60669-dup-0
rec-49366-org,rec-49366-dup-0
rec-4988-org,rec-4988-dup-0
rec-44819-org,rec-44819-dup-0
rec-12161-org,rec-12161-dup-0
rec-86496-org,rec-86496-dup-0
rec-36363-org,rec-36363-dup-0
rec-25612-org,rec-25612-dup-0
rec-26508-org,rec-26508-dup-0
rec-37362-org,rec-37362-dup-0
rec-83674-org,rec-83674-dup-0
rec-4736-org,rec-4736-dup-0
rec-83457-org,rec-83457-dup-0
rec-74629-org,rec-74629-dup-0
rec-8692-org,rec-8692-dup-0
rec-15034-org,rec-15034-dup-0
rec-88787-org,rec-88787-dup-0
rec-32154-org,rec-32154-dup-0
rec-45735-org,rec-45735-dup-0
rec-26443-org,rec-26443-dup-0
rec-84260-org,rec-84260-dup-0
rec-34469-org,rec-34469-dup-0
rec-84796-org,rec-84796-dup-0
rec-36234-org,rec-36234-dup-0
rec-56896-org,rec-56896-dup-0
rec-24236-org,rec-24236-dup-0
rec-35995-org,rec-35995-dup-0
rec-62621-org,rec-62621-dup-0
rec-87070-org,rec-87070-dup-0
rec-21415-org,rec-21415-dup-0
rec-76343-org,rec-76343-dup-0
rec-12780-org,rec-12780-dup-0
rec-11108-org,rec-11108-dup-0
rec-13431-org,rec-13431-dup-0
rec-14803-org,rec-14803-dup-0
rec-82772-org,rec-82772-dup-0
rec-75295-org,rec-75295-dup-0
rec-54284-org,rec-54284-dup-0
rec-67761-org,rec-67761-dup-0
rec-21098-org,rec-21098-dup-0
rec-83420-org,rec-83420-dup-0
rec-13286-org,rec-13286-dup-0
rec-75644-org,rec-75644-dup-0
rec-85094-org,rec-85094-dup-0
rec-63662-org,rec-63662-dup-0
rec-42711-org,rec-42711-dup-0
rec-20508-org,rec-20508-dup-0
rec-57798-org,rec-57798-dup-0
rec-21371-org,rec-21371-dup-0
rec-83179-org,rec-83179-dup-0
rec-34711-org,rec-34711-dup-0
rec-76236-org,rec-76236-dup-0
rec-86213-org,rec-86213-dup-0
rec-20571-org,rec-20571-dup-0
rec-11260-org,rec-11260-dup-0
rec-30182-org,rec-30182-dup-0
rec-38246-org,rec-38246-dup-0
rec-87206-org,rec-87206-dup-0
rec-84845-org,rec-84845-dup-0
rec-13546-org,rec-13546-dup-0
rec-9278-org,rec-9278-dup-0
rec-47421-org,rec-47421-dup-0
rec-55661-org,rec-55661-dup-0
rec-83460-org,rec-83460-dup-0
rec-56725-org,rec-56725-dup-0
rec-29959-org,rec-29959-dup-0
rec-65525-org,rec-65525-dup-0
rec-8545-org,rec-8545-dup-0
rec-35420-org,rec-35420-dup-0
rec-50710-org,rec-50710-dup-0
rec-12861-org,rec-12861-dup-0
rec-76401-org,rec-76401-dup-0
rec-87478-org,rec-87478-dup-0
rec-44242-org,rec-44242-dup-0
rec-58116-org,rec-58116-dup-0
rec-66991-org,rec-66991-dup-0
rec-25439-org,rec-25439-dup-0
rec-38332-org,rec-38332-dup-0
rec-4756-org,rec-4756-dup-0
rec-42774-org,rec-42774-dup-0
rec-73360-org,rec-73360-dup-0
rec-24197-org,rec-24197-dup-0
rec-20898-org,rec-20898-dup-0
rec-43974-org,rec-43974-dup-0
rec-21412-org,rec-21412-dup-0
rec-58641-org,rec-58641-dup-0
rec-67697-org,rec-67697-dup-0
rec-10661-org,rec-10661-dup-0
rec-55580-org,rec-55580-dup-0
rec-84920-org,rec-84920-dup-0
rec-42310-org,rec-42310-dup-0
rec-16587-org,rec-16587-dup-0
rec-62882-org,rec-62882-dup-0
rec-49221-org,rec-49221-dup-0
rec-27319-org,rec-27319-dup-0
rec-17315-org,rec-17315-dup-0
rec-82358-org,rec-82358-dup-0
rec-55262-org,rec-55262-dup-0
rec-80441-org,rec-80441-dup-0
rec-43443-org,rec-43443-dup-0
rec-51807-org,rec-51807-dup-0
rec-36283-org,rec-36283-dup-0
rec-62833-org,rec-62833-dup-0
rec-1249-org,rec-1249-dup-0
rec-40419-org,rec-40419-dup-0
rec-27924-org,rec-27924-dup-0
rec-81164-org,rec-81164-dup-0
rec-45975-org,rec-45975-dup-0
rec-74186-org,rec-74186-dup-0
rec-23470-org,rec-23470-dup-0
rec-42940-org,rec-42940-dup-0
rec-19970-org,rec-19970-dup-0
rec-12446-org,rec-12446-dup-0
rec-51960-org,rec-51960-dup-0
rec-61881-org,rec-61881-dup-0
rec-2537-org,rec-2537-dup-0
rec-61878-org,rec-61878-dup-0
rec-34652-org,rec-34652-dup-0
rec-37578-org,rec-37578-dup-0
rec-25358-org,rec-25358-dup-0
rec-47414-org,rec-47414-dup-0
rec-8915-org,rec-8915-dup-0
rec-14776-org,rec-14776-dup-0
rec-6993-org,rec-6993-dup-0
rec-30001-org,rec-30001-dup-0
rec-66746-org,rec-66746-dup-0
rec-89461-org,rec-89461-dup-0
rec-72042-org,rec-72042-dup-0
rec-18821-org,rec-18821-dup-0
rec-59731-org,rec-59731-dup-0
rec-80143-org,rec-80143-dup-0
rec-8031-org,rec-8031-dup-0
rec-66320-org,rec-66320-dup-0
rec-35030-org,rec-35030-dup-0
rec-4986-org,rec-4986-dup-0
rec-56542-org,rec-56542-dup-0
rec-70371-org,rec-70371-dup-0
rec-78377-org,rec-78377-dup-0
rec-31579-org,rec-31579-dup-0
rec-50336-org,rec-50336-dup-0
rec-81696-org,rec-81696-dup-0
rec-28266-org,rec-28266-dup-0
rec-39524-org,rec-39524-dup-0
