id_1,id_2
1,3
1,6
16,18
19,22
27,28
30,31
40,42
43,44
47,48
49,51
49,426
67,68
67,71
67,74
67,77
67,80
67,83
67,86
67,89
104,106
121,146
121,149
121,152
121,155
121,158
121,161
121,164
121,167
121,170
121,173
121,176
121,179
192,193
192,196
192,199
192,202
192,205
192,208
192,211
192,214
192,217
192,220
192,223
192,229
192,232
192,238
192,241
396,399
396,402
396,405
396,411
434,436
434,439
434,442
434,445
434,448
453,454
458,460
458,463
458,466
474,477
480,481
480,484
480,487
480,490
480,493
480,496
480,499
480,502
480,505
480,508
480,511
480,514
480,517
522,524
522,527
530,531
530,534
530,537
530,540
530,543
530,546
530,549
530,552
530,881
530,884
530,1017
554,557
554,560
554,563
554,566
554,569
554,572
554,575
554,578
581,583
581,586
581,589
581,598
581,601
581,604
581,607
581,610
581,613
581,616
581,619
581,622
581,625
581,628
581,631
581,634
581,637
581,640
581,643
581,646
581,649
581,652
581,655
581,658
581,661
581,664
581,670
581,673
581,676
581,685
581,688
581,691
581,694
581,697
581,700
581,890
581,893
581,896
581,899
581,902
581,905
581,908
581,911
581,914
581,917
581,920
581,923
581,926
581,929
581,932
581,935
581,938
581,941
581,944
581,947
581,950
581,953
581,956
581,959
581,962
581,965
581,968
581,972
581,975
581,978
581,981
581,984
581,990
581,993
581,996
581,999
581,1002
581,1005
702,703
705,707
711,714
715,718
715,721
723,724
723,727
736,1014
737,739
737,742
737,748
737,752
737,755
737,758
737,761
737,764
737,767
737,770
737,773
776,777
776,886
776,889
781,783
781,1024
781,1027
781,1030
798,801
798,804
798,807
798,810
798,813
798,816
798,819
798,822
798,825
798,828
798,831
798,834
798,837
798,840
798,843
798,849
798,1034
798,1037
798,1043
798,1046
798,1052
798,1055
798,1058
798,1061
798,1064
798,1067
798,1070
798,1073
798,1076
798,1079
798,1082
798,1085
798,1088
798,1091
798,1094
798,1097
798,1100
798,1103
798,1106
850,852
850,1015
857,1121
860,1119
862,864
869,872
869,875
869,878
1008,1010
1038,1040
1047,1048
1124,1127
1124,1130
1124,1133
1124,1136
1124,1139
1124,1142
1124,1145
1124,1148
1124,1151
1124,1158
1124,1163
1154,1155
1154,1160
1165,1167
1168,1299
1168,1302
1168,1305
1168,1308
1168,1311
1168,1314
1170,1171
1170,1174
1170,1177
1170,1180
1170,1183
1170,1186
1170,1189
1170,1199
1170,1202
1170,1205
1774,1787
1774,1790
1774,1793
1774,1796
1774,1799
1774,1802
1774,1805
1774,1808
1222,1223
1225,1227
1225,1230
1225,1233
1235,1237
1235,1240
1235,1243
1235,1246
1235,1249
1235,1252
1261,1262
1261,1265
1261,1268
1261,1271
1261,1274
1261,1277
1278,1280
1278,1283
1278,1286
1315,1316
1326,1328
1331,1332
1331,1335
1331,1338
1340,1345
1367,1369
1367,1375
1367,1378
1367,1381
1367,1384
1367,1387
1367,1390
1367,1393
1367,1396
1367,1399
1367,1402
1367,1405
1367,1408
1367,1415
1435,1436
1435,1439
1435,1442
1459,1462
1459,1465
1459,1468
1469,1470
1469,1473
1469,1476
1485,1486
1491,1493
1491,1496
1497,1499
1497,1502
1497,1505
1497,1508
1497,1511
1497,1514
1497,1517
1589,1592
1594,1595
1594,1598
1594,1601
1594,1604
1594,1607
1594,1610
1594,1613
1615,1617
1615,1620
1615,1623
1615,1627
1624,1650
1624,1699
1624,1702
1624,1705
1624,1708
1624,1711
1624,1714
1624,1717
1624,1720
1624,1723
1624,1726
1628,1630
1628,1633
1628,1636
1628,1639
1628,1642
1628,1645
1628,1648
1628,1652
1628,1655
1628,1658
1628,1661
1628,1666
1628,1669
1628,1672
1628,1675
1628,1678
1628,1681
1628,1684
1628,1687
1689,1692
1689,1695
1689,1698
1729,1730
1729,1733
1729,1736
1729,1739
1729,1742
1729,1745
1729,1748
1729,1751
1729,1754
1729,1757
1729,1760
1763,1765
1763,1768
1763,1771
1763,1776
1763,1779
1763,1782
1763,1785
1809,1812
1809,1818
1809,1821
1809,1824
1809,1827
1809,1830
1809,1833
1809,1836
1838,1839
1838,1842
1838,1845
1838,1848
1855,1857
1855,1860
1862,1865
1867,1868
1869,1871
1869,1874
1876,1878
